"idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","fg2m","fg2a","pctFG2","cityTeam","isStarter","minExact","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus"
21900095,"PHI","Matisse Thybulle",NA,1610612755,1629680,1,3,0.333,0,1,0,0,1,2,0.5,"Philadelphia",TRUE,4.83333333333333,0,2,0,0,0,0,0,0,1,4,2,-3
21900095,"PHI","Mike Scott",NA,1610612755,203118,3,5,0.6,1,2,0.5,0,2,3,0.666666666666667,"Philadelphia",TRUE,18.2666666666667,0,0,1,2,3,0,0,0,1,1,7,2
21900095,"PHI","Raul Neto",NA,1610612755,203526,1,2,0.5,0,0,0,0,1,2,0.5,"Philadelphia",TRUE,12.3833333333333,0,0,0,1,1,2,0,0,2,0,2,-3
21900095,"PHX","Kelly Oubre Jr.","F",1610612756,1626162,5,9,0.556,1,2,0.5,0.5,4,7,0.571428571428571,"Phoenix",TRUE,32.0333333333333,3,6,1,5,6,1,0,1,3,3,14,0
21900095,"PHX","Dario Saric","F",1610612756,203967,2,6,0.333,1,3,0.333333333333333,0,1,3,0.333333333333333,"Phoenix",TRUE,25.2,0,0,2,4,6,1,1,0,5,1,5,-5
21900095,"PHX","Aron Baynes","C",1610612756,203382,6,9,0.667,3,5,0.6,0,3,4,0.75,"Phoenix",TRUE,31.6,0,0,1,6,7,6,1,2,3,4,15,19
21900095,"PHX","Devin Booker","G",1610612756,1626164,15,19,0.789,3,4,0.75,1,12,15,0.8,"Phoenix",TRUE,32.0833333333333,7,7,0,4,4,3,0,1,3,5,40,3
21900095,"PHX","Ricky Rubio","G",1610612756,201937,6,14,0.429,3,5,0.6,1,3,9,0.333333333333333,"Phoenix",TRUE,33.6,6,6,0,7,7,10,0,0,1,4,21,12
21900095,"PHX","Frank Kaminsky",NA,1610612756,1626163,0,5,0,0,3,0,0.5,0,2,0,"Phoenix",TRUE,20.0333333333333,3,6,0,4,4,2,0,1,2,1,3,-8
21900095,"PHX","Mikal Bridges",NA,1610612756,1628969,2,3,0.667,0,0,0,1,2,3,0.666666666666667,"Phoenix",TRUE,25.2833333333333,2,2,0,3,3,1,2,0,1,3,6,2
21900095,"PHX","Jevon Carter",NA,1610612756,1628975,0,2,0,0,2,0,0,0,0,0,"Phoenix",TRUE,10.2166666666667,0,0,1,1,2,0,2,0,0,0,0,-5
21900095,"PHX","Cameron Johnson",NA,1610612756,1629661,1,3,0.333,0,1,0,0,1,2,0.5,"Phoenix",TRUE,9.48333333333333,0,0,0,0,0,0,0,0,0,0,2,7
21900095,"PHX","Tyler Johnson",NA,1610612756,204020,4,7,0.571,0,3,0,0,4,4,1,"Phoenix",TRUE,20.45,0,0,0,1,1,0,0,0,1,3,8,0
21900096,"POR","Rodney Hood","F",1610612757,203918,1,8,0.125,0,1,0,1,1,7,0.142857142857143,"Portland",TRUE,35.7,2,2,3,3,6,1,0,0,1,3,4,-7
21900096,"POR","Anthony Tolliver","F",1610612757,201229,1,5,0.2,1,4,0.25,0,0,1,0,"Portland",TRUE,17.15,0,0,2,3,5,1,0,1,1,0,3,-7
21900096,"POR","Hassan Whiteside","C",1610612757,202355,10,14,0.714,0,0,0,0.4,10,14,0.714285714285714,"Portland",TRUE,28.25,2,5,5,6,11,0,0,2,1,2,22,-15
21900096,"POR","CJ McCollum","G",1610612757,203468,6,16,0.375,2,6,0.333333333333333,0,4,10,0.4,"Portland",TRUE,33.6166666666667,0,0,0,1,1,6,0,0,0,2,14,-8
21900096,"POR","Damian Lillard","G",1610612757,203081,15,26,0.577,5,13,0.384615384615385,1,10,13,0.769230769230769,"Portland",TRUE,37.3,4,4,1,1,2,4,0,1,1,0,39,-10
21900096,"POR","Mario Hezonja",NA,1610612757,1626209,4,6,0.667,3,5,0.6,0,1,1,1,"Portland",TRUE,25.85,0,0,1,4,5,0,1,0,0,6,11,5
21900096,"POR","Kent Bazemore",NA,1610612757,203145,3,10,0.3,1,6,0.166666666666667,0,2,4,0.5,"Portland",TRUE,22.3666666666667,0,0,0,6,6,1,1,0,2,3,7,-11
21900096,"POR","Skal Labissiere",NA,1610612757,1627746,2,8,0.25,0,1,0,0,2,7,0.285714285714286,"Portland",TRUE,15.4166666666667,0,0,4,1,5,1,0,2,0,3,4,3
21900096,"POR","Anfernee Simons",NA,1610612757,1629014,5,10,0.5,1,3,0.333333333333333,1,4,7,0.571428571428571,"Portland",TRUE,19.1333333333333,3,3,0,2,2,1,2,0,0,4,14,7
21900096,"POR","Gary Trent Jr.",NA,1610612757,1629018,0,2,0,0,1,0,0,0,1,0,"Portland",TRUE,5.21666666666667,0,0,0,1,1,1,1,0,0,0,0,-2
21900096,"GSW","Glenn Robinson III","F",1610612744,203922,2,5,0.4,0,0,0,0.5,2,5,0.4,"Golden State",TRUE,30.7666666666667,1,2,1,5,6,3,0,0,0,0,5,1
21900096,"GSW","Eric Paschall","F",1610612744,1629672,11,19,0.579,4,6,0.666666666666667,1,7,13,0.538461538461538,"Golden State",TRUE,39.5333333333333,8,8,3,10,13,0,0,1,1,2,34,11
21900096,"GSW","Willie Cauley-Stein","C",1610612744,1626161,4,5,0.8,0,0,0,1,4,5,0.8,"Golden State",TRUE,15.5,2,2,1,2,3,2,2,0,1,3,10,7
21900096,"GSW","Jordan Poole","G",1610612744,1629673,3,16,0.188,2,9,0.222222222222222,1,1,7,0.142857142857143,"Golden State",TRUE,30.5333333333333,8,8,0,3,3,5,0,1,1,2,16,8
21900096,"GSW","Ky Bowman","G",1610612744,1629065,9,14,0.643,1,3,0.333333333333333,0,8,11,0.727272727272727,"Golden State",TRUE,37.25,0,0,0,4,4,8,0,0,3,3,19,9
21900096,"GSW","Omari Spellman",NA,1610612744,1629016,3,4,0.75,1,1,1,0,2,3,0.666666666666667,"Golden State",TRUE,15.1833333333333,0,0,2,4,6,2,0,1,0,1,7,-4
21900096,"GSW","Alec Burks",NA,1610612744,202692,4,12,0.333,1,4,0.25,0.8,3,8,0.375,"Golden State",TRUE,27.9833333333333,4,5,0,4,4,2,0,0,2,3,13,6
21900096,"GSW","Damion Lee",NA,1610612744,1627814,4,8,0.5,0,1,0,0.909,4,7,0.571428571428571,"Golden State",TRUE,29.1833333333333,10,11,0,4,4,3,2,0,2,1,18,2
21900096,"GSW","Marquese Chriss",NA,1610612744,1627737,2,3,0.667,1,2,0.5,0,1,1,1,"Golden State",TRUE,14.0666666666667,0,0,1,3,4,3,0,1,0,2,5,5
